,ST_NUM,ST_NAME,mapboxid,TOTAL_VALUE,yr,PercentChg
752,21,ST GERMAIN ST,9668796,1377948,2020,1.0016269279822898
753,23,ST GERMAIN ST,9668795,1377948,2020,1.0016269279822898
754,25,ST GERMAIN ST,9668794,1377948,2020,1.0016269279822898
755,27,ST GERMAIN ST,9668793,1376600,2020,0.7820064724919094
756,29,ST GERMAIN ST,9668792,1549566,2020,1.0032137963130543
757,31,ST GERMAIN ST,9668791,1549566,2020,1.0032137963130543
758,33,ST GERMAIN ST,9668790,1549566,2020,1.0032137963130543
759,35,ST GERMAIN ST,9668789,1549566,2020,1.0032137963130543
760,37,ST GERMAIN ST,9668788,1550819,2020,1.00483362204928
761,39,ST GERMAIN ST,9668787,1549566,2020,1.0032137963130543
762,41,ST GERMAIN ST,9668786,1549566,2020,1.0032137963130543
763,43,ST GERMAIN ST,9668785,1377948,2020,1.0016269279822898
764,45,ST GERMAIN ST,9668784,1377948,2020,1.0016269279822898
765,47,ST GERMAIN ST,9668783,1377948,2020,1.0016269279822898
766,49,ST GERMAIN ST,9668782,1511300,2020,1.3878969821456786
767,51,ST GERMAIN ST,9668781,1377948,2020,1.0016269279822898
768,53,ST GERMAIN ST,9668780,1377948,2020,1.0016269279822898
769,55,ST GERMAIN ST,9668779,1377948,2020,1.0016269279822898
770,57,ST GERMAIN ST,9668778,1377948,2020,1.0016269279822898
771,59,ST GERMAIN ST,9668777,1377948,2020,1.0016269279822898
772,61,ST GERMAIN ST,9668776,1377948,2020,1.0016269279822898
773,63,ST GERMAIN ST,9668775,1377948,2020,1.0016269279822898
774,65,ST GERMAIN ST,9668774,1377948,2020,1.0016269279822898
775,67,ST GERMAIN ST,9668773,4474578,2020,1.0016068044051134
776,8,ST GERMAIN ST,9668772,1440583,2020,1.006318739093316
777,10,ST GERMAIN ST,9668771,1503217,2020,1.0007333632357422
778,12,ST GERMAIN ST,9668770,1503217,2020,1.0007333632357422
779,14,ST GERMAIN ST,9668769,1503217,2020,1.0007333632357422
780,16,ST GERMAIN ST,9668768,1503217,2020,1.0007333632357422
781,18,ST GERMAIN ST,9668767,1503217,2020,1.0007333632357422
782,20,ST GERMAIN ST,9668766,1503217,2020,1.0007333632357422
783,22,ST GERMAIN ST,9668765,1503217,2020,1.0007333632357422
784,24,ST GERMAIN ST,9668764,1503217,2020,1.0007333632357422
785,26,ST GERMAIN ST,9668763,1503217,2020,1.0007333632357422
786,28,ST GERMAIN ST,9668762,1503217,2020,1.0007333632357422
787,30,ST GERMAIN ST,9668761,1503217,2020,1.0007333632357422
788,32,ST GERMAIN ST,9668760,1503217,2020,1.0007333632357422
789,34,ST GERMAIN ST,9668759,1503217,2020,1.0007333632357422
790,36,ST GERMAIN ST,9668758,1503217,2020,1.0007333632357422
791,38,ST GERMAIN ST,9668757,1503217,2020,1.0007333632357422
792,40,ST GERMAIN ST,9668756,1503217,2020,1.0007333632357422
793,42,ST GERMAIN ST,9668755,1503217,2020,1.0007333632357422
794,44,ST GERMAIN ST,9668754,1503217,2020,1.0007333632357422
795,46,ST GERMAIN ST,9668753,1447200,2020,1.0074906367041199
796,48,ST GERMAIN ST,9668752,1503217,2020,1.0007333632357422
797,50,ST GERMAIN ST,9668751,1312200,2020,1.0141212586339217
798,52,ST GERMAIN ST,9668750,1276100,2020,0.5921397379912664
799,54,ST GERMAIN ST,9668749,1506975,2020,1.005735140077702
800,56,ST GERMAIN ST,9668748,1493196,2020,0.9972312618624378
801,58,ST GERMAIN ST,15666798,1847705,2020,1.004916519004717
802,60,ST GERMAIN ST,15666797,1852716,2020,1.002312793422156
803,203,ST BOTOLPH ST,405404594,1322100,2021,0.9543237250554324
804,201,ST BOTOLPH ST,405404621,1037700,2021,0.8068953508619189
805,199,ST BOTOLPH ST,405404698,4275900,2021,0.900497136520311
806,197,ST BOTOLPH ST,405404570,1123500,2021,0.623320329432163
807,195,ST BOTOLPH ST,405404611,1008000,2021,0.7122473246135553
808,193,ST BOTOLPH ST,405404635,1317900,2021,0.8946233467510063
809,191,ST BOTOLPH ST,405404564,1056000,2021,0.7559028932490854
810,189,ST BOTOLPH ST,405404609,2878300,2021,0.6489830993984531
811,187,ST BOTOLPH ST,405404633,2600800,2021,1.1084718281313337
812,185,ST BOTOLPH ST,405404607,2936300,2021,1.140940576011666
813,183,ST BOTOLPH ST,405404568,2130700,2021,0.8706760316066725
814,181,ST BOTOLPH ST,405404658,804900,2021,0.6366409109394062
815,179,ST BOTOLPH ST,405404614,2350300,2021,1.2006554307116104
816,177,ST BOTOLPH ST,405404590,2788900,2021,1.2186953062848052
817,175,ST BOTOLPH ST,405404663,957200,2021,0.3396780965710287
818,173,ST BOTOLPH ST,405404639,2144000,2021,1.260411175540327
819,171,ST BOTOLPH ST,405404643,1856600,2021,1.2128724672228843
820,169,ST BOTOLPH ST,405404619,2699100,2021,1.147255369928401
821,161,ST BOTOLPH ST,405404575,3076500,2021,1.0414731254147314
822,15,ST GERMAIN ST,9668799,1566300,2021,0.9799014031095943
823,17,ST GERMAIN ST,9668798,1253846,2021,0.8213545918589686
824,19,ST GERMAIN ST,9668797,1253846,2021,0.8213545918589686
825,21,ST GERMAIN ST,9668796,1253846,2021,0.8213545918589686
826,23,ST GERMAIN ST,9668795,1253846,2021,0.8213545918589686
827,25,ST GERMAIN ST,9668794,1253846,2021,0.8213545918589686
828,27,ST GERMAIN ST,9668793,1450300,2021,0.877411003236246
829,29,ST GERMAIN ST,9668792,1410007,2021,0.8227977867983556
830,31,ST GERMAIN ST,9668791,1410007,2021,0.8227977867983556
831,33,ST GERMAIN ST,9668790,1410007,2021,0.8227977867983556
832,35,ST GERMAIN ST,9668789,1410007,2021,0.8227977867983556
833,37,ST GERMAIN ST,9668788,1411148,2021,0.8242728236419578
834,39,ST GERMAIN ST,9668787,1410007,2021,0.8227977867983556
835,41,ST GERMAIN ST,9668786,1410007,2021,0.8227977867983556
836,43,ST GERMAIN ST,9668785,1253846,2021,0.8213545918589686
837,45,ST GERMAIN ST,9668784,1253846,2021,0.8213545918589686
838,47,ST GERMAIN ST,9668783,1253846,2021,0.8213545918589686
839,49,ST GERMAIN ST,9668782,1603300,2021,1.5332595986727762
840,51,ST GERMAIN ST,9668781,1253846,2021,0.8213545918589686
841,53,ST GERMAIN ST,9668780,1253846,2021,0.8213545918589686
842,55,ST GERMAIN ST,9668779,1253846,2021,0.8213545918589686
843,57,ST GERMAIN ST,9668778,1253846,2021,0.8213545918589686
844,59,ST GERMAIN ST,9668777,1253846,2021,0.8213545918589686
845,61,ST GERMAIN ST,9668776,1253846,2021,0.8213545918589686
846,63,ST GERMAIN ST,9668775,1253846,2021,0.8213545918589686
847,65,ST GERMAIN ST,9668774,1253846,2021,0.8213545918589686
848,67,ST GERMAIN ST,9668773,4071582,2021,0.8213351596269816
849,8,ST GERMAIN ST,9668772,1310839,2021,0.8256225775497442
850,10,ST GERMAIN ST,9668771,1367832,2021,0.8205402930524814
851,12,ST GERMAIN ST,9668770,1367832,2021,0.8205402930524814
852,14,ST GERMAIN ST,9668769,1367832,2021,0.8205402930524814
853,16,ST GERMAIN ST,9668768,1367832,2021,0.8205402930524814
854,18,ST GERMAIN ST,9668767,1367832,2021,0.8205402930524814
855,20,ST GERMAIN ST,9668766,1367832,2021,0.8205402930524814
856,22,ST GERMAIN ST,9668765,1367832,2021,0.8205402930524814
857,24,ST GERMAIN ST,9668764,1367832,2021,0.8205402930524814
858,26,ST GERMAIN ST,9668763,1367832,2021,0.8205402930524814
859,28,ST GERMAIN ST,9668762,1367832,2021,0.8205402930524814
860,30,ST GERMAIN ST,9668761,1367832,2021,0.8205402930524814
861,32,ST GERMAIN ST,9668760,1367832,2021,0.8205402930524814
862,34,ST GERMAIN ST,9668759,1367832,2021,0.8205402930524814
863,36,ST GERMAIN ST,9668758,1367832,2021,0.8205402930524814
864,38,ST GERMAIN ST,9668757,1367832,2021,0.8205402930524814
865,40,ST GERMAIN ST,9668756,1367832,2021,0.8205402930524814
866,42,ST GERMAIN ST,9668755,1367832,2021,0.8205402930524814
867,44,ST GERMAIN ST,9668754,1367832,2021,0.8205402930524814
868,46,ST GERMAIN ST,9668753,1551800,2021,1.1525870439728119
869,48,ST GERMAIN ST,9668752,1367832,2021,0.8205402930524814
870,50,ST GERMAIN ST,9668751,1416800,2021,1.1746738296239447
871,52,ST GERMAIN ST,9668750,1344500,2021,0.67747972551466
872,54,ST GERMAIN ST,9668749,1371252,2021,0.8250922027915718
873,56,ST GERMAIN ST,9668748,1358714,2021,0.8173542366374946
874,58,ST GERMAIN ST,15666798,1681294,2021,0.8243464805818659
875,60,ST GERMAIN ST,15666797,1685854,2021,0.8219775896801861
876,203,ST BOTOLPH ST,405404594,1322100,2022,0.9543237250554324
877,201,ST BOTOLPH ST,405404621,1037700,2022,0.8068953508619189
878,199,ST BOTOLPH ST,405404698,4532500,2022,1.0145474102009657
879,197,ST BOTOLPH ST,405404570,1123500,2022,0.623320329432163
880,195,ST BOTOLPH ST,405404611,1073100,2022,0.8228299643281808
881,193,ST BOTOLPH ST,405404635,1317900,2022,0.8946233467510063
882,191,ST BOTOLPH ST,405404564,1056000,2022,0.7559028932490854
883,189,ST BOTOLPH ST,405404609,2838400,2022,0.626124319679175
884,187,ST BOTOLPH ST,405404633,2561500,2022,1.0766112687474665
885,185,ST BOTOLPH ST,405404607,2890400,2022,1.1074735690849435
886,183,ST BOTOLPH ST,405404568,2101100,2022,0.8446883230904302
887,181,ST BOTOLPH ST,405404658,804900,2022,0.6366409109394062
888,179,ST BOTOLPH ST,405404614,2316100,2022,1.168632958801498
889,177,ST BOTOLPH ST,405404590,2746800,2022,1.1852028639618137
890,175,ST BOTOLPH ST,405404663,1014900,2022,0.4204338698390483
891,173,ST BOTOLPH ST,405404639,2112300,2022,1.226989984185556
892,171,ST BOTOLPH ST,405404643,1856600,2022,1.2128724672228843
893,169,ST BOTOLPH ST,405404619,2657000,2022,1.1137629276054097
894,161,ST BOTOLPH ST,405404575,3261100,2022,1.1639681486396816
895,15,ST GERMAIN ST,9668799,1644600,2022,1.0788775123246113
896,17,ST GERMAIN ST,9668798,1237999,2022,0.7983350135238388
897,19,ST GERMAIN ST,9668797,1237999,2022,0.7983350135238388
898,21,ST GERMAIN ST,9668796,1237999,2022,0.7983350135238388
899,23,ST GERMAIN ST,9668795,1237999,2022,0.7983350135238388
900,25,ST GERMAIN ST,9668794,1237999,2022,0.7983350135238388
901,27,ST GERMAIN ST,9668793,1451100,2022,0.8784466019417476
902,29,ST GERMAIN ST,9668792,1392185,2022,0.7997582542596375
903,31,ST GERMAIN ST,9668791,1392185,2022,0.7997582542596375
904,33,ST GERMAIN ST,9668790,1392185,2022,0.7997582542596375
905,35,ST GERMAIN ST,9668789,1392185,2022,0.7997582542596375
906,37,ST GERMAIN ST,9668788,1393312,2022,0.8012151924916617
907,39,ST GERMAIN ST,9668787,1392185,2022,0.7997582542596375
908,41,ST GERMAIN ST,9668786,1392185,2022,0.7997582542596375
909,43,ST GERMAIN ST,9668785,1237999,2022,0.7983350135238388
910,45,ST GERMAIN ST,9668784,1237999,2022,0.7983350135238388
911,47,ST GERMAIN ST,9668783,1237999,2022,0.7983350135238388
912,49,ST GERMAIN ST,9668782,1683500,2022,1.6599778796018327
913,51,ST GERMAIN ST,9668781,1237999,2022,0.7983350135238388
914,53,ST GERMAIN ST,9668780,1237999,2022,0.7983350135238388
915,55,ST GERMAIN ST,9668779,1237999,2022,0.7983350135238388
916,57,ST GERMAIN ST,9668778,1237999,2022,0.7983350135238388
917,59,ST GERMAIN ST,9668777,1237999,2022,0.7983350135238388
918,61,ST GERMAIN ST,9668776,1237999,2022,0.7983350135238388
919,63,ST GERMAIN ST,9668775,1237999,2022,0.7983350135238388
920,65,ST GERMAIN ST,9668774,1237999,2022,0.7983350135238388
921,67,ST GERMAIN ST,9668773,4020121,2022,0.798315181483458
922,8,ST GERMAIN ST,9668772,1294271,2022,0.802548107790419
923,10,ST GERMAIN ST,9668771,1350544,2022,0.7975305224181555
924,12,ST GERMAIN ST,9668770,1350544,2022,0.7975305224181555
925,14,ST GERMAIN ST,9668769,1350544,2022,0.7975305224181555
926,16,ST GERMAIN ST,9668768,1350544,2022,0.7975305224181555
927,18,ST GERMAIN ST,9668767,1350544,2022,0.7975305224181555
928,20,ST GERMAIN ST,9668766,1350544,2022,0.7975305224181555
929,22,ST GERMAIN ST,9668765,1350544,2022,0.7975305224181555
930,24,ST GERMAIN ST,9668764,1350544,2022,0.7975305224181555
931,26,ST GERMAIN ST,9668763,1350544,2022,0.7975305224181555
932,28,ST GERMAIN ST,9668762,1350544,2022,0.7975305224181555
933,30,ST GERMAIN ST,9668761,1350544,2022,0.7975305224181555
934,32,ST GERMAIN ST,9668760,1350544,2022,0.7975305224181555
935,34,ST GERMAIN ST,9668759,1350544,2022,0.7975305224181555
936,36,ST GERMAIN ST,9668758,1350544,2022,0.7975305224181555
937,38,ST GERMAIN ST,9668757,1350544,2022,0.7975305224181555
938,40,ST GERMAIN ST,9668756,1350544,2022,0.7975305224181555
939,42,ST GERMAIN ST,9668755,1350544,2022,0.7975305224181555
940,44,ST GERMAIN ST,9668754,1350544,2022,0.7975305224181555
941,46,ST GERMAIN ST,9668753,1629400,2022,1.2602302677209045
942,48,ST GERMAIN ST,9668752,1350544,2022,0.7975305224181555
943,50,ST GERMAIN ST,9668751,1487700,2022,1.2834996162701457
944,52,ST GERMAIN ST,9668750,1351400,2022,0.6860885839051778
945,54,ST GERMAIN ST,9668749,1353920,2022,0.8020238695758073
946,56,ST GERMAIN ST,9668748,1341541,2022,0.7943844105329754
947,58,ST GERMAIN ST,15666798,1660044,2022,0.8012884296327965
948,60,ST GERMAIN ST,15666797,1664546,2022,0.7989490839608857
949,203,ST BOTOLPH ST,405404594,1388200,2023,1.0520325203252032
950,201,ST BOTOLPH ST,405404621,1089600,2023,0.8972662371582797
951,199,ST BOTOLPH ST,405404698,4798600,2023,1.1328201219173424
952,197,ST BOTOLPH ST,405404570,1179700,2023,0.7045224678514665
953,195,ST BOTOLPH ST,405404611,1126800,2023,0.9140479021572957
954,193,ST BOTOLPH ST,405404635,1383800,2023,0.9893617021276596
955,191,ST BOTOLPH ST,405404564,1108800,2023,0.8436980379115397
956,189,ST BOTOLPH ST,405404609,2923200,2023,0.674706387854483
957,187,ST BOTOLPH ST,405404633,2711300,2023,1.1980543169841913
958,185,ST BOTOLPH ST,405404607,2979500,2023,1.1724389354721108
959,183,ST BOTOLPH ST,405404568,2176300,2023,0.9107111501316945
960,181,ST BOTOLPH ST,405404658,845100,2023,0.7183814558763725
961,179,ST BOTOLPH ST,405404614,2458000,2023,1.301498127340824
962,177,ST BOTOLPH ST,405404590,2829900,2023,1.2513126491646778
963,175,ST BOTOLPH ST,405404663,1065600,2023,0.4913925822253324
964,173,ST BOTOLPH ST,405404639,2193600,2023,1.312704269899842
965,171,ST BOTOLPH ST,405404643,1856600,2023,1.2128724672228843
966,169,ST BOTOLPH ST,405404619,2738800,2023,1.1788385043754972
967,161,ST BOTOLPH ST,405404575,3496200,2023,1.3199734571997346
968,15,ST GERMAIN ST,9668799,1694800,2023,1.142333459739603
969,17,ST GERMAIN ST,9668798,1276157,2023,0.8537638688347419
970,19,ST GERMAIN ST,9668797,1276157,2023,0.8537638688347419
971,21,ST GERMAIN ST,9668796,1276157,2023,0.8537638688347419
972,23,ST GERMAIN ST,9668795,1276157,2023,0.8537638688347419
973,25,ST GERMAIN ST,9668794,1276157,2023,0.8537638688347419
974,27,ST GERMAIN ST,9668793,1548100,2023,1.0040129449838189
975,29,ST GERMAIN ST,9668792,1435096,2023,0.8552317915039946
976,31,ST GERMAIN ST,9668791,1435096,2023,0.8552317915039946
977,33,ST GERMAIN ST,9668790,1435096,2023,0.8552317915039946
978,35,ST GERMAIN ST,9668789,1435096,2023,0.8552317915039946
979,37,ST GERMAIN ST,9668788,1436257,2023,0.8567326835069938
980,39,ST GERMAIN ST,9668787,1435096,2023,0.8552317915039946
981,41,ST GERMAIN ST,9668786,1435096,2023,0.8552317915039946
982,43,ST GERMAIN ST,9668785,1276157,2023,0.8537638688347419
983,45,ST GERMAIN ST,9668784,1276157,2023,0.8537638688347419
984,47,ST GERMAIN ST,9668783,1276157,2023,0.8537638688347419
985,49,ST GERMAIN ST,9668782,1734800,2023,1.741033338600095
986,51,ST GERMAIN ST,9668781,1276157,2023,0.8537638688347419
987,53,ST GERMAIN ST,9668780,1276157,2023,0.8537638688347419
988,55,ST GERMAIN ST,9668779,1276157,2023,0.8537638688347419
989,57,ST GERMAIN ST,9668778,1276157,2023,0.8537638688347419
990,59,ST GERMAIN ST,9668777,1276157,2023,0.8537638688347419
991,61,ST GERMAIN ST,9668776,1276157,2023,0.8537638688347419
992,63,ST GERMAIN ST,9668775,1276157,2023,0.8537638688347419
993,65,ST GERMAIN ST,9668774,1276157,2023,0.8537638688347419
994,67,ST GERMAIN ST,9668773,4144030,2023,0.853743223530559
995,8,ST GERMAIN ST,9668772,1334164,2023,0.8581076093662737
996,10,ST GERMAIN ST,9668771,1392171,2023,0.8529347173623413
997,12,ST GERMAIN ST,9668770,1392171,2023,0.8529347173623413
998,14,ST GERMAIN ST,9668769,1392171,2023,0.8529347173623413
999,16,ST GERMAIN ST,9668768,1392171,2023,0.8529347173623413
1000,18,ST GERMAIN ST,9668767,1392171,2023,0.8529347173623413
1001,20,ST GERMAIN ST,9668766,1392171,2023,0.8529347173623413
1002,22,ST GERMAIN ST,9668765,1392171,2023,0.8529347173623413
1003,24,ST GERMAIN ST,9668764,1392171,2023,0.8529347173623413
1004,26,ST GERMAIN ST,9668763,1392171,2023,0.8529347173623413
1005,28,ST GERMAIN ST,9668762,1392171,2023,0.8529347173623413
1006,30,ST GERMAIN ST,9668761,1392171,2023,0.8529347173623413
1007,32,ST GERMAIN ST,9668760,1392171,2023,0.8529347173623413
1008,34,ST GERMAIN ST,9668759,1392171,2023,0.8529347173623413
1009,36,ST GERMAIN ST,9668758,1392171,2023,0.8529347173623413
1010,38,ST GERMAIN ST,9668757,1392171,2023,0.8529347173623413
1011,40,ST GERMAIN ST,9668756,1392171,2023,0.8529347173623413
1012,42,ST GERMAIN ST,9668755,1392171,2023,0.8529347173623413
1013,44,ST GERMAIN ST,9668754,1392171,2023,0.8529347173623413
1014,46,ST GERMAIN ST,9668753,1679000,2023,1.3290331530031905
1015,48,ST GERMAIN ST,9668752,1392171,2023,0.8529347173623413
1016,50,ST GERMAIN ST,9668751,1533000,2023,1.353031465848043
1017,52,ST GERMAIN ST,9668750,1434500,2023,0.7897691827822833
1018,54,ST GERMAIN ST,9668749,1395651,2023,0.8575664851670298
1019,56,ST GERMAIN ST,9668748,1382890,2023,0.8496909579967712
1020,58,ST GERMAIN ST,15666798,1711210,2023,0.8568078759791533
1021,60,ST GERMAIN ST,15666797,1715852,2023,0.854397765884784
1022,203,ST BOTOLPH ST,405404594,1430500,2024,1.114560236511456
1023,201,ST BOTOLPH ST,405404621,1122800,2024,0.9550757443844681
1024,199,ST BOTOLPH ST,405404698,4990200,2024,1.2179800300904269
1025,197,ST BOTOLPH ST,405404570,1215600,2024,0.7563935847420893
1026,195,ST BOTOLPH ST,405404611,1161100,2024,0.9723118736198403
1027,193,ST BOTOLPH ST,405404635,1426000,2024,1.0500287521564118
1028,191,ST BOTOLPH ST,405404564,1142600,2024,0.8999002327901563
1029,189,ST BOTOLPH ST,405404609,2883300,2024,0.6518476081352048
1030,187,ST BOTOLPH ST,405404633,2672000,2024,1.1661937576003243
1031,185,ST BOTOLPH ST,405404607,2936300,2024,1.140940576011666
1032,183,ST BOTOLPH ST,405404568,2139400,2024,0.8783143107989464
1033,181,ST BOTOLPH ST,405404658,870900,2024,0.7708418056120374
1034,179,ST BOTOLPH ST,405404614,2402500,2024,1.2495318352059925
1035,177,ST BOTOLPH ST,405404590,2788900,2024,1.2186953062848052
1036,175,ST BOTOLPH ST,405404663,1098100,2024,0.5368789363191042
1037,173,ST BOTOLPH ST,405404639,2161800,2024,1.2791776489193463
1038,171,ST BOTOLPH ST,405404643,1856600,2024,1.2128724672228843
1039,169,ST BOTOLPH ST,405404619,2699100,2024,1.147255369928401
1040,161,ST BOTOLPH ST,405404575,3635800,2024,1.4126078301260783
1041,15,ST GERMAIN ST,9668799,1694800,2024,1.142333459739603
1042,17,ST GERMAIN ST,9668798,1257214,2024,0.826246996719997
1043,19,ST GERMAIN ST,9668797,1257214,2024,0.826246996719997
1044,21,ST GERMAIN ST,9668796,1257214,2024,0.826246996719997
1045,23,ST GERMAIN ST,9668795,1257214,2024,0.826246996719997
1046,25,ST GERMAIN ST,9668794,1257214,2024,0.826246996719997
1047,27,ST GERMAIN ST,9668793,1512200,2024,0.9575404530744337
1048,29,ST GERMAIN ST,9668792,1413794,2024,0.8276934612301885
1049,31,ST GERMAIN ST,9668791,1413794,2024,0.8276934612301885
1050,33,ST GERMAIN ST,9668790,1413794,2024,0.8276934612301885
1051,35,ST GERMAIN ST,9668789,1413794,2024,0.8276934612301885
1052,37,ST GERMAIN ST,9668788,1414938,2024,0.8291723763477001
1053,39,ST GERMAIN ST,9668787,1413794,2024,0.8276934612301885
1054,41,ST GERMAIN ST,9668786,1413794,2024,0.8276934612301885
1055,43,ST GERMAIN ST,9668785,1257214,2024,0.826246996719997
1056,45,ST GERMAIN ST,9668784,1257214,2024,0.826246996719997
1057,47,ST GERMAIN ST,9668783,1257214,2024,0.826246996719997
1058,49,ST GERMAIN ST,9668782,1734800,2024,1.741033338600095
1059,51,ST GERMAIN ST,9668781,1257214,2024,0.826246996719997
1060,53,ST GERMAIN ST,9668780,1257214,2024,0.826246996719997
1061,55,ST GERMAIN ST,9668779,1257214,2024,0.826246996719997
1062,57,ST GERMAIN ST,9668778,1257214,2024,0.826246996719997
1063,59,ST GERMAIN ST,9668777,1257214,2024,0.826246996719997
1064,61,ST GERMAIN ST,9668776,1257214,2024,0.826246996719997
1065,63,ST GERMAIN ST,9668775,1257214,2024,0.826246996719997
1066,65,ST GERMAIN ST,9668774,1257214,2024,0.826246996719997
1067,67,ST GERMAIN ST,9668773,4082517,2024,0.8262266980929933
1068,8,ST GERMAIN ST,9668772,1314360,2024,0.8305263201875149
1069,10,ST GERMAIN ST,9668771,1371506,2024,0.8254302686026036
1070,12,ST GERMAIN ST,9668770,1371506,2024,0.8254302686026036
1071,14,ST GERMAIN ST,9668769,1371506,2024,0.8254302686026036
1072,16,ST GERMAIN ST,9668768,1371506,2024,0.8254302686026036
1073,18,ST GERMAIN ST,9668767,1371506,2024,0.8254302686026036
1074,20,ST GERMAIN ST,9668766,1371506,2024,0.8254302686026036
1075,22,ST GERMAIN ST,9668765,1371506,2024,0.8254302686026036
1076,24,ST GERMAIN ST,9668764,1371506,2024,0.8254302686026036
1077,26,ST GERMAIN ST,9668763,1371506,2024,0.8254302686026036
1078,28,ST GERMAIN ST,9668762,1371506,2024,0.8254302686026036
1079,30,ST GERMAIN ST,9668761,1371506,2024,0.8254302686026036
1080,32,ST GERMAIN ST,9668760,1371506,2024,0.8254302686026036
1081,34,ST GERMAIN ST,9668759,1371506,2024,0.8254302686026036
1082,36,ST GERMAIN ST,9668758,1371506,2024,0.8254302686026036
1083,38,ST GERMAIN ST,9668757,1371506,2024,0.8254302686026036
1084,40,ST GERMAIN ST,9668756,1371506,2024,0.8254302686026036
1085,42,ST GERMAIN ST,9668755,1371506,2024,0.8254302686026036
1086,44,ST GERMAIN ST,9668754,1371506,2024,0.8254302686026036
1087,46,ST GERMAIN ST,9668753,1679000,2024,1.3290331530031905
1088,48,ST GERMAIN ST,9668752,1371506,2024,0.8254302686026036
1089,50,ST GERMAIN ST,9668751,1533000,2024,1.353031465848043
1090,52,ST GERMAIN ST,9668750,1401000,2024,0.7479725514660013
1091,54,ST GERMAIN ST,9668749,1374934,2024,0.8299928260837738
1092,56,ST GERMAIN ST,9668748,1362362,2024,0.822233636021952
1093,58,ST GERMAIN ST,15666798,1685808,2024,0.8292445531458235
1094,60,ST GERMAIN ST,15666797,1690381,2024,0.8268701204381771
